Nazli Goharian,Georgetown University
Sasha Golovnev,Georgetown University
Bala Kalyanasundaram,Georgetown University
Mark Maloof,Georgetown University
Shin #8217;ichiro Matsuo,Georgetown University
Jami Montgomery,Georgetown University
Calvin Newport,Georgetown University
Kobbi Nissim,Georgetown University
Nathan Schneider,Georgetown University
Micah Sherr,Georgetown University
Clay Shields,Georgetown University
Lisa Singh,Georgetown University
J. Smart,Georgetown University
Richard Squier,Georgetown University
Justin Thaler,Georgetown University
Benjamin Ujcich,Georgetown University
Nitin Vaidya,Georgetown University
Mahe Velauthapillai,Georgetown University
Addison Woods,Georgetown University
Grace Hui Yang,Georgetown University
Wenchao Zhou,Georgetown University
Jeremy Abramson,University of Southern California
Victor Adamchik,University of Southern California
Adelanya Adesanya,University of Southern California
Leonard M Adleman,University of Southern California
Jose-LuisAmbite,University of Southern California
Murali Annavaram,University of Southern California
Michael A. Arbib,University of Southern California
Ron Artstein,University of Southern California
Nora Ayanian,University of Southern California
Jernej Barbic,University of Southern California
Sandra Batista,University of Southern California
George Bekey,University of Southern California
Irving Biederman,University of Southern California
Barry William Boehm,University of Southern California
Claire Bono,University of Southern California
Todd Andrew Brun,University of Southern California
Bill Cheng,University of Southern California
Selina Chu,University of Southern California
Bradford Clark,University of Southern California
St. John Colon,University of Southern California
Aaron Daniel Cote,University of Southern California
Heather Culbertson,University of Southern California
Paul Debevec,University of Southern California
Ewa Deelman,University of Southern California
Jyo Deshmukh,University of Southern California
David DeVault,University of Southern California
Bistra Dilkina,University of Southern California
Shaddin Dughmi,University of Southern California
Scott John Easley,University of Southern California
Anna Farzindar,University of Southern California
Emilio Ferrara,University of Southern California
Rafael Ferreira da Silva,University of Southern California
Aram Galstyan,University of Southern California
Daniel Garijo,University of Southern California
Kallirroi Georgila,University of Southern California
Shahram Ghandeharizadeh,University of Southern California
Yolanda Gil,University of Southern California
Leana Golubchik,University of Southern California
Andrew Goodney,University of Southern California
Andrew Gordon,University of Southern California
Ramesh Govindan,University of Southern California
Jonathan Gratch,University of Southern California
Satyandra K. Gupta,University of Southern California
William Guillermo Halfond,University of Southern California
Parag Havaldar,University of Southern California
John S. Heidemann,University of Southern California
Randall Hill,University of Southern California
Jerry Robert Hobbs,University of Southern California
Ellis Horowitz,University of Southern California
Ming-Deh A. Huang,University of Southern California
Filip Ilievski,University of Southern California
Laurent Itti,University of Southern California
Rahul Jain,University of Southern California
Adel Javanmard,University of Southern California
Robin Jia,University of Southern California
Rajiv Kalia,University of Southern California
David Kempe,University of Southern California
Carl F Kesselman,University of Southern California
Deborah Khider,University of Southern California
Seon Kim,University of Southern California
Andres Abeliuk Kimelman,University of Southern California
Craig A. Knoblock,University of Southern California
Sven Koenig,University of Southern California
Supannika Koolmanojwong,University of Southern California
Aleksandra Korolova,University of Southern California
Artjoms Kovalovs,University of Southern California
Bhaskar Krishnamachari,University of Southern California
C.-C. Jay Kuo,University of Southern California
Kristina Lerman,University of Southern California
Jaime Levy,University of Southern California
Joseph Lim,University of Southern California
Yan Liu,University of Southern California
Stephen Chih-Yang Lu,University of Southern California
Gale Lucas,University of Southern California
Bob Lucas,University of Southern California
Haipeng Luo,University of Southern California
Vangelis Lympouridis,University of Southern California
Iacopo Masi,University of Southern California
Maja Mataric,University of Southern California
Christian Mattmann,University of Southern California
Jon May,University of Southern California
Gerard Guy Medioni,University of Southern California
Nenad Medvidovic,University of Southern California
Jeffrey Miller,University of Southern California
Jelena Mirkovic,University of Southern California
Urbashi Mitra,University of Southern California
David Morgan,University of Southern California
Fred Morstatter,University of Southern California
Ion Muslea,University of Southern California
Aiichiro Nakano,University of Southern California
Shri Narayanan,University of Southern California
Premkumar Natarajan,University of Southern California
Muhammad Naveed,University of Southern California
Hamid Nazer-Zadeh,University of Southern California
Andy Nealen,University of Southern California
Clifford Neuman,University of Southern California
Ulrich Neumann,University of Southern California
Ram Nevatia,University of Southern California
Stefanos Nikolaidis,University of Southern California
Luciano Nocera,University of Southern California
Pierluigi Nuzzo,University of Southern California
Marco Paolieri,University of Southern California
Marco Papa,University of Southern California
Kim Yongmi Peters,University of Southern California
Viktor K Prasanna,University of Southern California
Konstantinos Psounis,University of Southern California
Jay Pujara,University of Southern California
David Pynadath,University of Southern California
Xuehai Qian,University of Southern California
Saty Raghavachary,University of Southern California
Barath Raghavan,University of Southern California
C S Raghavendra,University of Southern California
Mukund Raghothaman,University of Southern California
Mohammad Reza Rajati,University of Southern California
Srivatsan Ravi,University of Southern California
Meisam Razaviyayn,University of Southern California
Mark William Redekopp,University of Southern California
Benjamin W. Reichardt,University of Southern California
Sean (Xiang) Ren,University of Southern California
Aristides A.G. Requicha,University of Southern California
Remo Rohs,University of Southern California
Paul S. Rosenbloom,University of Southern California
Mohammad Rostami,University of Southern California
Tatyana Ryutov,University of Southern California
Nicolas Schweighofer,University of Southern California
Fei Sha,University of Southern California
Cyrus Shahabi,University of Southern California
Shahriar Shamsian,University of Southern California
Vatsal Sharan,University of Southern California
Wei-Min Shen,University of Southern California
Mohammad Soleymani,University of Southern California
Mahdi Soltanolkotabi,University of Southern California
Gaurav Suhas Sukhatme,University of Southern California
Tianshu Sun,University of Southern California
Bill Swartout,University of Southern California
Pedro Alejandro Szekely,University of Southern California
Shanghua Teng,University of Southern California
Satish Kumar Thittamaranahalli,University of Southern California
Jesse Thomason,University of Southern California
David Traum,University of Southern California
Francisco Valero-Cuevas,University of Southern California
Priya Darshan Vashishta,University of Southern California
Harshvardhan Vathsangam,University of Southern California
Phebe Vayanos,University of Southern California
Gregory L. Ver Steeg,University of Southern California
Chao Wang,University of Southern California
Ning Wang,University of Southern California
Michael S. Waterman,University of Southern California
Richard Weinberg,University of Southern California
John P. Wilson,University of Southern California
Wensheng Wu,University of Southern California
Jiapeng Zhang,University of Southern California
Michael Zyda,University of Southern California
Kathleen Fisher,Tufts University
Jeffrey Foster,Tufts University
Martin Allen,Tufts University
Remco Chang,Tufts University
Ming Chow,Tufts University
Alva Couch,Tufts University
Lenore Cowen,Tufts University
J.P. de Ruiter,Tufts University
Fahad Dogar,Tufts University
Karen Edwards,Tufts University
Samuel Guyer,Tufts University
Soha Hassoun,Tufts University
Bert Huang,Tufts University
Michael Hughes,Tufts University
Robert Jacob,Tufts University
Matias Korman,Tufts University
Susan Landau,Tufts University
David Lillethun,Tufts University
Liping Liu,Tufts University
Noah Mendelsohn,Tufts University
Megan Monroe,Tufts University
Abani Patra,Tufts University
Norman Ramsey,Tufts University
Raja Sambasivan,Tufts University
Matthias Scheutz,Tufts University
Mark Sheldon,Tufts University
Elaine Schaertl Short,Tufts University
Jivko Sinapov,Tufts University
Donna Slonim,Tufts University
Diane Souvaine,Tufts University
Richard Townsend,Tufts University
Daniel Votipka,Tufts University
Shuchin Aeron,Tufts University
Marina Umaschi Bers,Tufts University
Bruce Boghosian,Tufts University
Gregory Crane,Tufts University
Ethan Danahy,Tufts University
Mark Hempstead,Tufts University
Usman Khan,Tufts University
Misha Kilmer,Tufts University
Eric Miller,Tufts University
Karen Panetta,Tufts University
Antonio Roque,Tufts University
Orit Shaer,Tufts University
Josephine Wolff,Tufts University
Shrutarshi Basu,Tufts University
Lisa DiOrio,Tufts University
Fabrizio Santini,Tufts University
Jitendra Singh,Tufts University
R. Van Simmons,Tufts University
Thomas Wexler,Tufts University
Jason Wiser,Tufts University
Aline Yurik,Tufts University
Ramzi K. Bualuan,University of Notre Dame
Peter Bui,University of Notre Dame
Nitesh V. Chawla,University of Notre Dame
Danny Chen,University of Notre Dame
David Chiang,University of Notre Dame
Jane Cleland-Huang,University of Notre Dame
Adam Czajka,University of Notre Dame
Sandra Gesing,University of Notre Dame
Xiaobo Sharon Hu,University of Notre Dame
Peter Kogge,University of Notre Dame
Shreya Kumar,University of Notre Dame
Collin McMillan,University of Notre Dame
Ronald Metoyer,University of Notre Dame
Tijana Milenkovic,University of Notre Dame
Michael Niemier,University of Notre Dame
Corey Pennycuff,University of Notre Dame
Christian Poellabauer,University of Notre Dame
Walter Scheirer,University of Notre Dame
Yiyu Shi,University of Notre Dame
Aaron D. Striegel,University of Notre Dame
Douglas Thain,University of Notre Dame
Chaoli Wang,University of Notre Dame
Dong Wang,University of Notre Dame
Tim Weninger,University of Notre Dame
Panos Antsaklis,University of Notre Dame
Jaroslaw Nabrzyski,University of Notre Dame
Zoltan Toroczkai,University of Notre Dame
Joannes J. Westerink,University of Notre Dame
Aditya Akella,University of Wisconsin--Madison
Aws Albarghouthi,University of Wisconsin--Madison
Andrea Arpaci-Dusseau,University of Wisconsin--Madison
Remzi Arpaci-Dusseau,University of Wisconsin--Madison
Joseph Austerweil,University of Wisconsin--Madison
Mouna Ayari Ben Hadj Kacem,University of Wisconsin--Madison
Eric Bach,University of Wisconsin--Madison
Suman Banerjee,University of Wisconsin--Madison
Paul Barford,University of Wisconsin--Madison
Matthew Berland,University of Wisconsin--Madison
Nigel Boston,University of Wisconsin--Madison
Jin-Yi Cai,University of Wisconsin--Madison
Amanda Captain,University of Wisconsin--Madison
Tyler Caraza-Harter,University of Wisconsin--Madison
Rahul Chatterjee,University of Wisconsin--Madison
Shuchi Chawla,University of Wisconsin--Madison
Mark Craven,University of Wisconsin--Madison
Loris D'Antoni,University of Wisconsin--Madison
Gary Dahl,University of Wisconsin--Madison
Carl de Boor,University of Wisconsin--Madison
Alberto Del Pia,University of Wisconsin--Madison
Deb Deppeler,University of Wisconsin--Madison
Colin Dewey,University of Wisconsin--Madison
David DeWitt,University of Wisconsin--Madison
Ilias Diakonikolas,University of Wisconsin--Madison
Jelena Diakonikolas,University of Wisconsin--Madison
AnHai Doan,University of Wisconsin--Madison
Michael Doescher,University of Wisconsin--Madison
Charles Dyer,University of Wisconsin--Madison
Kassem Fawaz,University of Wisconsin--Madison
Earlence Fernandes,University of Wisconsin--Madison
Michael Ferris,University of Wisconsin--Madison
Amber Field,University of Wisconsin--Madison
Charles Fischer,University of Wisconsin--Madison
Anthony Gitter,University of Wisconsin--Madison
Michael Gleicher,University of Wisconsin--Madison
James Goodman,University of Wisconsin--Madison
Mohit Gupta,University of Wisconsin--Madison
Josiah Hanna,University of Wisconsin--Madison
Beck Hasti,University of Wisconsin--Madison
Florian Heimerl,University of Wisconsin--Madison
Mark D. Hill,University of Wisconsin--Madison
Justin Hsu,University of Wisconsin--Madison
Yu Hen Hu,University of Wisconsin--Madison
Somesh Jha,University of Wisconsin--Madison
Deborah Joseph,University of Wisconsin--Madison
Yea-Seul Kim,University of Wisconsin--Madison
Paris Koutris,University of Wisconsin--Madison
Andrew Kuemmel,University of Wisconsin--Madison
Lawrence Landweber,University of Wisconsin--Madison
Kangwook Lee,University of Wisconsin--Madison
Yong Jae Lee,University of Wisconsin--Madison
L. Hobbes Legault,University of Wisconsin--Madison
Laurent Lessard,University of Wisconsin--Madison
Tracy Lewis-Williams,University of Wisconsin--Madison
Sharon Li,University of Wisconsin--Madison
Yin Li,University of Wisconsin--Madison
Yingyu Liang,University of Wisconsin--Madison
Jeffrey Linderoth,University of Wisconsin--Madison
Mikko Lipasti,University of Wisconsin--Madison
Ming Liu,University of Wisconsin--Madison
Miron Livny,University of Wisconsin--Madison
Po-Ling Loh,University of Wisconsin--Madison
James Luedtke,University of Wisconsin--Madison
Dieter van Melkebeek,University of Wisconsin--Madison
Robert Meyer,University of Wisconsin--Madison
Barton Miller,University of Wisconsin--Madison
Bilge Mutlu,University of Wisconsin--Madison
Jeffrey Naughton,University of Wisconsin--Madison
Dan Negrut,University of Wisconsin--Madison
Robert Nowak,University of Wisconsin--Madison
C. David Page,University of Wisconsin--Madison
Dimitris Papailiopoulos,University of Wisconsin--Madison
Seymour Parter,University of Wisconsin--Madison
Jignesh Patel,University of Wisconsin--Madison
Kevin Ponto,University of Wisconsin--Madison
Parameswaran Ramanathan,University of Wisconsin--Madison
Garvesh Raskutti,University of Wisconsin--Madison
Martina Rau,University of Wisconsin--Madison
Theodoros Rekatsinas,University of Wisconsin--Madison
Marc Renault,University of Wisconsin--Madison
Thomas Reps,University of Wisconsin--Madison
Stephen Robinson,University of Wisconsin--Madison
Amos Ron,University of Wisconsin--Madison
Sushmita Roy,University of Wisconsin--Madison
Frederic Sala,University of Wisconsin--Madison
Joshua San Miguel,University of Wisconsin--Madison
Karthikeyan Sankaralingam,University of Wisconsin--Madison
Vadim Shapiro,University of Wisconsin--Madison
Jude Shavlik,University of Wisconsin--Madison
Eftychios Sifakis,University of Wisconsin--Madison
Matthew Sinclair,University of Wisconsin--Madison
Vikas Singh,University of Wisconsin--Madison
James Skrentny,University of Wisconsin--Madison
Gurindar Sohi,University of Wisconsin--Madison
Marvin Solomon,University of Wisconsin--Madison
John Strikwerda,University of Wisconsin--Madison
Michael Swift,University of Wisconsin--Madison
Meenakshi Syamkumar,University of Wisconsin--Madison
Swamit Tannu,University of Wisconsin--Madison
Christos Tzamos,University of Wisconsin--Madison
Shivaram Venkataraman,University of Wisconsin--Madison
Mary Vernon,University of Wisconsin--Madison
Grace Wahba,University of Wisconsin--Madison
Daifeng Wang,University of Wisconsin--Madison
Jim Williams,University of Wisconsin--Madison
David Wood,University of Wisconsin--Madison
Stephen Wright,University of Wisconsin--Madison
Xiangyao Yu,University of Wisconsin--Madison
Yuhang Zhao,University of Wisconsin--Madison
Jerry Zhu,University of Wisconsin--Madison
Yali Amit,University of Chicago
L\xc3\xa1szl\xc3\xb3 Babai,University of Chicago
Andrew Binkowski,University of Chicago
Timothy Black,University of Chicago
Gerry Brady,University of Chicago
David Cash,University of Chicago
Raul Castro Fernandez,University of Chicago
Kyle Chard,University of Chicago
Amitabh Chaudhary,University of Chicago
Yuxin Chen,University of Chicago
Marshini Chetty,University of Chicago
Andrew A. Chien,University of Chicago
Frederic Chong,University of Chicago
Ravi Chugh,University of Chicago
Julia Chuzhoy,University of Chicago
William Conner,University of Chicago
Andrew Drucker,University of Chicago
Todd Dupont,University of Chicago
Aaron Elmore,University of Chicago
Nick Feamster,University of Chicago
William Fefferman,University of Chicago
Ian Foster,University of Chicago
Diana Franklin,University of Chicago
Michael Franklin,University of Chicago
Monisha Ghosh,University of Chicago
Kevin Gimpel,University of Chicago
John Goldsmith,University of Chicago
Robert Grossman,University of Chicago
Haryadi Gunawi,University of Chicago
Henry Hoffmann,University of Chicago
Junchen Jiang,University of Chicago
Eric Jonas,University of Chicago
Gordon Kindlmann,University of Chicago
Risi Kondor,University of Chicago
Sanjay Krishnan,University of Chicago
Stuart Kurtz,University of Chicago
Yanjing Li,University of Chicago
Karen Livescu,University of Chicago
Pedro Lopes,University of Chicago
Shan Lu,University of Chicago
Dave MacQueen,University of Chicago
Michael Maire,University of Chicago
Yury Makarychev,University of Chicago
David McAllester,University of Chicago
Ketan Mulmuley,University of Chicago
Timothy Ng,University of Chicago
Michael J. O\'Donnell,University of Chicago
Aaron Potechin,University of Chicago
Robert Rand (effective July 1),University of Chicago
Alexander A. Razborov,University of Chicago
John H. Reppy,University of Chicago
Anne Rogers,University of Chicago
Lamont Kenneth Samuels,University of Chicago
L. Ridgway Scott,University of Chicago
Sarah Sebo,University of Chicago
Gregory Shakhnarovich,University of Chicago
Adam Shaw,University of Chicago
Janos Simon,University of Chicago
Robert Soare,University of Chicago
Borja Sotomayor,University of Chicago
Nathan Srebro,University of Chicago
Rick Stevens,University of Chicago
Madhur Tulsiani,University of Chicago
Blase Ur,University of Chicago
Matthew Wachs,University of Chicago
Matthew Walter,University of Chicago
Rebecca Willett,University of Chicago
Ben Y. Zhao,University of Chicago
Heather Zheng,University of Chicago
Michael Mislove,Tulane University
Carola Wenk,Tulane University
Ramgopal Mettu,Tulane University
Jihun Hamm,Tulane University
Aron Culotta,Tulane University
Brian Summa,Tulane University
Zizhan Zheng,Tulane University
Sara Achour,Stanford University
Maneesh Agrawala,Stanford University
Alex Aiken,Stanford University
Nima Anari,Stanford University
Peter Bailis,Stanford University
Clark Barrett,Stanford University
Gill Bejerano,Stanford University
Michael Bernstein,Stanford University
Jeannette Bohg,Stanford University
Dan Boneh,Stanford University
Emma Brunskill,Stanford University
Moses Charikar,Stanford University
Bill Dally,Stanford University
Ron Dror,Stanford University
Zakir Durumeric,Stanford University
Dawson Engler,Stanford University
Stefano Ermon,Stanford University
Kayvon Fatahalian,Stanford University
Ron Fedkiw,Stanford University
Chelsea Finn,Stanford University
Mike Genesereth,Stanford University
Noah Goodman,Stanford University
Leonidas Guibas,Stanford University
Patrick Hanrahan,Stanford University
Tatsu Hashimoto,Stanford University
John Hennessy,Stanford University
Mark Horowitz,Stanford University
Doug James,Stanford University
Dan Jurafsky,Stanford University
Sachin Katti,Stanford University
Oussama Khatib,Stanford University
Fred Kjoelstad,Stanford University
Fred Kjolstad,Stanford University
Christos Kozyrakis,Stanford University
Anshul Kundaje,Stanford University
Monica Lam,Stanford University
James Landay,Stanford University
Jure Leskovec,Stanford University
Philip Levis,Stanford University
Fei-Fei Li,Stanford University
Percy Liang,Stanford University
Karen Liu,Stanford University
Tengyu Ma,Stanford University
Chris Manning,Stanford University
David Mazieres,Stanford University
Nick McKeown,Stanford University
John Mitchell,Stanford University
Subhasish Mitra,Stanford University
Kunle Olukotun,Stanford University
John Ousterhout,Stanford University
Chris Piech,Stanford University
Balaji Prabhakar,Stanford University
Chris Re,Stanford University
Omer Reingold,Stanford University
Mendel Rosenblum,Stanford University
Aviad Rubinstein,Stanford University
Dorsa Sadigh,Stanford University
Mehran Sahami,Stanford University
Silvio Savarese,Stanford University
Li-Yang Tan,Stanford University
Caroline Trippel,Stanford University
Greg Valiant,Stanford University
Jennifer Widom,Stanford University
Keith Winstein,Stanford University
Mary Wootters,Stanford University
Jiajun Wu,Stanford University
Daniel Yamins,Stanford University
Matei Zaharia,Stanford University
Mohammad Akbarpour,Stanford University
Russ Altman,Stanford University
Kwabena Boahen,Stanford University
Stephen Boyd,Stanford University
John Duchi,Stanford University
Sean Follmer,Stanford University
Jacob Fox,Stanford University
Surya Ganguli,Stanford University
Ashish Goel,Stanford University
Sharad Goel,Stanford University
Patrick Hayden,Stanford University
Thomas Icard,Stanford University
Ramesh Johari,Stanford University
Mykel Kochenderfer,Stanford University
Michael Levitt,Stanford University
Scott Linderman,Stanford University
Stephen Montgomery,Stanford University
Marco Pavone,Stanford University
Roy Pea,Stanford University
Chris Potts,Stanford University
Priyanka Raina,Stanford University
Daniel Rubin,Stanford University
Aaron Sidford,Stanford University
Camille Utterback,Stanford University
Ge Wang,Stanford University
Gordon Wetzstein,Stanford University
Serena Yeung,Stanford University
James Zou,Stanford University
David Cheriton,Stanford University
Tom Dienstbier,Stanford University
David Dill,Stanford University
Edward Feigenbaum,Stanford University
Richard Fikes,Stanford University
Don Knuth,Stanford University
Jean-Claude Latombe,Stanford University
Marc Levoy,Stanford University
Teresa Meng,Stanford University
Serge Plotkin,Stanford University
Vaughan Pratt,Stanford University
Eric Roberts,Stanford University
Kenneth Salisbury,Stanford University
Yoav Shoham,Stanford University
Jeff Ullman,Stanford University
Gio Wiederhold,Stanford University
Terry Winograd,Stanford University
Jay Borenstein,Stanford University
Jerry Cain,Stanford University
Michael Chang,Stanford University
Chris Gregg,Stanford University
Cynthia Lee,Stanford University
Nick Parlante,Stanford University
Keith Schwarz,Stanford University
Julie Stanford,Stanford University
Nick Troccoli,Stanford University
Christina Wodtke,Stanford University
Lisa Yan,Stanford University
Patrick Young,Stanford University
Julie Zelenski,Stanford University
Edward Chang,Stanford University
Changhoon Kim,Stanford University
Daphne Koller,Stanford University
Bill MacCartney,Stanford University
Andrew Ng,Stanford University
Sebastian Thrun,Stanford University
Kamil Krzysztof Kluczniak,Stanford University
Marco Patrignani,Stanford University
Dongjun Shin,Stanford University
Yaron Singer,Stanford University
Shivani Agarwal,University of Pennsylvania
Rajeev Alur,University of Pennsylvania
Sebastian Angel,University of Pennsylvania
Norman I. Badler,University of Pennsylvania
Ruzena Bajcsy,University of Pennsylvania
Ryan Baker,University of Pennsylvania
Yoseph Barash,University of Pennsylvania
Osbert Bastani,University of Pennsylvania
Arvind Bhusnurmath,University of Pennsylvania
Matthew Blaze,University of Pennsylvania
Peter Buneman,University of Pennsylvania
Chris Callison-Burch,University of Pennsylvania
Pratik Chaudhari,University of Pennsylvania
David Crosbie,University of Pennsylvania
Konstantinos Daniilidis,University of Pennsylvania
Susan B. Davidson,University of Pennsylvania
Anindya De,University of Pennsylvania
Andre DeHon,University of Pennsylvania
Joseph Devietti,University of Pennsylvania
Eric Eaton,University of Pennsylvania
David Farber,University of Pennsylvania
Thomas Farmer,University of Pennsylvania
Eric Fouh,University of Pennsylvania
Jean H. Gallier,University of Pennsylvania
Rajiv Gandhi,University of Pennsylvania
Jacob Gardner,University of Pennsylvania
James Gee,University of Pennsylvania
Justin Gottschlich,University of Pennsylvania
Clayton Greenberg,University of Pennsylvania
Sharath Chandra Guntuku,University of Pennsylvania
Andreas Haeberlen,University of Pennsylvania
Hamed Hassani,University of Pennsylvania
Brett Hemenway,University of Pennsylvania
Zachary G. Ives,University of Pennsylvania
Dinesh Jayaraman,University of Pennsylvania
Limin Jia,University of Pennsylvania
Chenfanfu Jiang,University of Pennsylvania
Yasmin Kafai,University of Pennsylvania
Sampath K. Kannan,University of Pennsylvania
Ladislav Kavan,University of Pennsylvania
Michael Kearns,University of Pennsylvania
Sanjeev Khanna,University of Pennsylvania
Junhyong Kim,University of Pennsylvania
Bongho Kim,University of Pennsylvania
Daniel E. Koditschek,University of Pennsylvania
Konrad Kording,University of Pennsylvania
Brandon Krakowsky,University of Pennsylvania
Vijay Kumar,University of Pennsylvania
Stephen Lane,University of Pennsylvania
Insup Lee,University of Pennsylvania
Benjamin C. Lee,University of Pennsylvania
Jing (Jane) Li,University of Pennsylvania
Mark Liberman,University of Pennsylvania
Vincent Liu,University of Pennsylvania
Boon Thau Loo,University of Pennsylvania
Kristian Lum,University of Pennsylvania
Adam Mally,University of Pennsylvania
Rahul Mangharam,University of Pennsylvania
Mitchell P. Marcus,University of Pennsylvania
Max Mintz,University of Pennsylvania
Chris Murphy,University of Pennsylvania
Mayur Naik,University of Pennsylvania
Ani Nenkova,University of Pennsylvania
George J. Pappas,University of Pennsylvania
Richard P. Paul,University of Pennsylvania
Robin Pemantle,University of Pennsylvania
Linh Thi Xuan Phan,University of Pennsylvania
Benjamin C. Pierce,University of Pennsylvania
Joshua Plotkin,University of Pennsylvania
Michael Posa,University of Pennsylvania
Noah Prywes,University of Pennsylvania
Tal Rabin,University of Pennsylvania
Aaron Roth,University of Pennsylvania
Dan Roth,University of Pennsylvania
Harvey Rubin,University of Pennsylvania
Andre Scedrov,University of Pennsylvania
Swapneel Sheth,University of Pennsylvania
Jianbo Shi,University of Pennsylvania
Harry Smith,University of Pennsylvania
Jonathan M. Smith,University of Pennsylvania
Oleg Sokolsky,University of Pennsylvania
Mark Steedman,University of Pennsylvania
Cynthia Sung,University of Pennsylvania
Val B. Tannen,University of Pennsylvania
Camillo J. Taylor,University of Pennsylvania
Lyle H. Ungar,University of Pennsylvania
Rakesh Vohra,University of Pennsylvania
Duncan Watts,University of Pennsylvania
Bonnie Webber,University of Pennsylvania
James Weimer,University of Pennsylvania
Scott Weinstein,University of Pennsylvania
Stephanie Weirich,University of Pennsylvania
Charles Yang,University of Pennsylvania
Mark Yim,University of Pennsylvania
Christopher S. Yoo,University of Pennsylvania
Stella Yu,University of Pennsylvania
Stephan A. Zdancewic,University of Pennsylvania
Rick Alterman,Brandeis University
Mitch Cherniack,Brandeis University
Antonella DiLillo,Brandeis University
Lotus Goldberg,Brandeis University
Tim Hickey,Brandeis University
Pengyu Hong,Brandeis University
Constantine Lignos,Brandeis University
Hongfu Liu,Brandeis University
Harry Mairson,Brandeis University
Sophia Malamud,Brandeis University
Marie Meteer,Brandeis University
Olga Papaemmanouil,Brandeis University
Keith Plaster,Brandeis University
Jordan Pollack,Brandeis University
James Pustejovsky,Brandeis University
R. Pito Salas,Brandeis University
Liuba Shrira,Brandeis University
Jim Storer,Brandeis University
Iraklis Tsekourakis,Brandeis University
Nianwen Bert Xue,Brandeis University
Peter Anick,Brandeis University
Ben Wellner,Brandeis University
Amal Ahmed,Northeastern University
Christopher Amato,Northeastern University
Arjun Guha,Northeastern University
Javed Aslam,Northeastern University
Kenneth Baclawski,Northeastern University
Albert-L\xc3\xa1szl\xc3\xb3 Barab\xc3\xa1si,Northeastern University
Timothy W. Bickmore,Northeastern University
Michelle Borkin,Northeastern University
Carla E. Brodley,Northeastern University
Agnes H. Chan,Northeastern University
David Choffnes,Northeastern University
William D. Clinger,Northeastern University
Seth Cooper,Northeastern University
Gene Cooperman,Northeastern University
Peter Desnoyers,Northeastern University
Cody Dunne,Northeastern University
Ehsan Elhamifar,Northeastern University
Tina Eliassi-Rad,Northeastern University
Don Fallis,Northeastern University
Matthias Felleisen,Northeastern University
Larry Finkelstein,Northeastern University
Yun (Raymond) Fu,Northeastern University
Wolfgang Gatterbauer,Northeastern University
Matthew Goodwin,Northeastern University
Paul Hand,Northeastern University
Woodrow Hartzog,Northeastern University
Hongyang Zhang,Northeastern University
Stephen Intille,Northeastern University
Ji-Yong Shin,Northeastern University
Huaizu Jiang,Northeastern University
Jonathan Bell,Northeastern University
Engin Kirda,Northeastern University
David Lazer,Northeastern University
Karl Lieberherr,Northeastern University
Long Lu,Northeastern University
David Madigan,Northeastern University
Panagiotos (Pete) Manolios,Northeastern University
Stacy C. Marsella,Northeastern University
Ren\xc3\xa9e Miller,Northeastern University
Alan Mislove,Northeastern University
Huy L\xc3\xaa Nguyen,Northeastern University
Cristina Nita-Rotaru,Northeastern University
Guevara Noubir,Northeastern University
Alina Oprea,Northeastern University
Rupal Patel,Northeastern University
Robert Platt,Northeastern University
Predrag Radivojac,Northeastern University
Rajmohan Rajaraman,Northeastern University
Aanjhan Ranganathan,Northeastern University
Richard Rasala,Northeastern University
Mirek Riedewald,Northeastern University
Christoph Riedl,Northeastern University
William Robertson,Northeastern University
Abhi Shelat,Northeastern University
Olin Shivers,Northeastern University
David Smith,Northeastern University
Ravi Sundaram,Northeastern University
Frank Tip,Northeastern University
Alexandra To,Northeastern University
Stavros Tripakis,Northeastern University
Jonathan Ullman,Northeastern University
Jan-Willem van de Meent,Northeastern University
Alessandro Vespignani,Northeastern University
Emanuele Viola,Northeastern University
Jan Vitek,Northeastern University
Olga Vitek,Northeastern University
Thomas Wahl,Northeastern University
Ari Waldman,Northeastern University
Byron Wallace,Northeastern University
Mitchell Wand,Northeastern University
Lu Wang,Northeastern University
Daniel Wichs,Northeastern University
Christo Wilson,Northeastern University
Lawson Wong,Northeastern University
Ricardo Baeza-Yates,Northeastern University
Jan Cuny,Northeastern University
Ian Gorton,Northeastern University
Holly Jimison,Northeastern University
Misha Pavel,Northeastern University
Jodi Tims,Northeastern University
Ghita Amor-Tijani,Northeastern University
Jose Annunziato,Northeastern University
Keith Bagley,Northeastern University
Kylie Ariel Bemis,Northeastern University
Tamara Bonaci,Northeastern University
Raman  #8220;Chandra #8221; Chandrasekar,Northeastern University
Nate Derbinsky,Northeastern University
Kathleen Durant,Northeastern University
Bethany Edmunds,Northeastern University
Abigail Evans,Northeastern University
Felix Muzny,Northeastern University
Clark Freifeld,Northeastern University
Kevin Gold,Northeastern University
John Alexis Guerra Gomez,Northeastern University
Philip Gust,Northeastern University
Benjamin Hescott,Northeastern University
Matt Higger,Northeastern University
Richard Hoshino,Northeastern University
Alden Jackson,Northeastern University
Maria Jump,Northeastern University
Edward Katz,Northeastern University
Benjamin Lerner,Northeastern University
Bruce Maxwell,Northeastern University
Vidoje Mihajlovikj,Northeastern University
Tony Mullen,Northeastern University
Diogenes Nunez,Northeastern University
Themis A. Papageorge,Northeastern University
John Park,Northeastern University
Virgil Pavlu,Northeastern University
